season,date_code,weekending,region,Influenza_Category,Count
2017-2018,201741,10/08/17,Bay Area,Influenza_BYamagata,0
2017-2018,201741,10/08/17,Bay Area,Influenza_BNotLineageTyped,0
2017-2018,201741,10/08/17,Bay Area,Influenza_Total,3
2017-2018,201741,10/08/17,Bay Area,Influenza_Tested,30
2017-2018,201741,10/08/17,California,Influenza_A,25
2017-2018,201741,10/08/17,California,Influenza_AH3,24
2017-2018,201741,10/08/17,California,Influenza_AH1pdm09,1
2017-2018,201741,10/08/17,California,Influenza_ANotSubtyped,0
2017-2018,201741,10/08/17,California,Influenza_B,5
2017-2018,201741,10/08/17,California,Influenza_BVictoria,2
2017-2018,201741,10/08/17,California,Influenza_BYamagata,0
2017-2018,201741,10/08/17,California,Influenza_BNotLineageTyped,3
2017-2018,201741,10/08/17,California,Influenza_Total,30
2017-2018,201741,10/08/17,California,Influenza_Tested,103
2017-2018,201741,10/08/17,Central,Influenza_A,4
2017-2018,201741,10/08/17,Central,Influenza_AH3,4
2017-2018,201741,10/08/17,Central,Influenza_AH1pdm09,0
2017-2018,201741,10/08/17,Central,Influenza_ANotSubtyped,0
2017-2018,201741,10/08/17,Central,Influenza_B,3
2017-2018,201741,10/08/17,Central,Influenza_BVictoria,0
2017-2018,201741,10/08/17,Central,Influenza_BYamagata,0
2017-2018,201741,10/08/17,Central,Influenza_BNotLineageTyped,3
2017-2018,201741,10/08/17,Central,Influenza_Total,7
2017-2018,201741,10/08/17,Central,Influenza_Tested,18
2017-2018,201741,10/08/17,Lower Southern,Influenza_A,11
2017-2018,201741,10/08/17,Lower Southern,Influenza_AH3,10
2017-2018,201741,10/08/17,Lower Southern,Influenza_AH1pdm09,1
2017-2018,201741,10/08/17,Lower Southern,Influenza_ANotSubtyped,0
2017-2018,201741,10/08/17,Lower Southern,Influenza_B,2
2017-2018,201741,10/08/17,Lower Southern,Influenza_BVictoria,2
2017-2018,201741,10/08/17,Lower Southern,Influenza_BYamagata,0
2017-2018,201741,10/08/17,Lower Southern,Influenza_BNotLineageTyped,0
2017-2018,201741,10/08/17,Lower Southern,Influenza_Total,13
2017-2018,201741,10/08/17,Lower Southern,Influenza_Tested,29
2017-2018,201741,10/08/17,Northern,Influenza_A,3
2017-2018,201741,10/08/17,Northern,Influenza_AH3,3
2017-2018,201741,10/08/17,Northern,Influenza_AH1pdm09,0
2017-2018,201741,10/08/17,Northern,Influenza_ANotSubtyped,0
2017-2018,201741,10/08/17,Northern,Influenza_B,0
2017-2018,201741,10/08/17,Northern,Influenza_BVictoria,0
2017-2018,201741,10/08/17,Northern,Influenza_BYamagata,0
2017-2018,201741,10/08/17,Northern,Influenza_BNotLineageTyped,0
2017-2018,201741,10/08/17,Northern,Influenza_Total,3
2017-2018,201741,10/08/17,Northern,Influenza_Tested,11
2017-2018,201741,10/08/17,Upper Southern,Influenza_A,4
2017-2018,201741,10/08/17,Upper Southern,Influenza_AH3,4
2017-2018,201741,10/08/17,Upper Southern,Influenza_AH1pdm09,0
2017-2018,201741,10/08/17,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201741,10/08/17,Upper Southern,Influenza_B,0
2017-2018,201741,10/08/17,Upper Southern,Influenza_BVictoria,0
2017-2018,201741,10/08/17,Upper Southern,Influenza_BYamagata,0
2017-2018,201741,10/08/17,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201741,10/08/17,Upper Southern,Influenza_Total,4
2017-2018,201741,10/08/17,Upper Southern,Influenza_Tested,15
2017-2018,201742,10/15/17,Bay Area,Influenza_A,14
2017-2018,201742,10/15/17,Bay Area,Influenza_AH3,13
2017-2018,201742,10/15/17,Bay Area,Influenza_AH1pdm09,1
2017-2018,201742,10/15/17,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201742,10/15/17,Bay Area,Influenza_B,1
2017-2018,201742,10/15/17,Bay Area,Influenza_BVictoria,0
2017-2018,201742,10/15/17,Bay Area,Influenza_BYamagata,0
2017-2018,201742,10/15/17,Bay Area,Influenza_BNotLineageTyped,1
2017-2018,201742,10/15/17,Bay Area,Influenza_Total,15
2017-2018,201742,10/15/17,Bay Area,Influenza_Tested,62
2017-2018,201742,10/15/17,California,Influenza_A,28
2017-2018,201742,10/15/17,California,Influenza_AH3,26
2017-2018,201742,10/15/17,California,Influenza_AH1pdm09,2
2017-2018,201742,10/15/17,California,Influenza_ANotSubtyped,0
2017-2018,201742,10/15/17,California,Influenza_B,6
2017-2018,201742,10/15/17,California,Influenza_BVictoria,1
2017-2018,201742,10/15/17,California,Influenza_BYamagata,2
2017-2018,201742,10/15/17,California,Influenza_BNotLineageTyped,3
2017-2018,201742,10/15/17,California,Influenza_Total,34
2017-2018,201742,10/15/17,California,Influenza_Tested,113
2017-2018,201742,10/15/17,Central,Influenza_A,0
2017-2018,201742,10/15/17,Central,Influenza_AH3,0
2017-2018,201742,10/15/17,Central,Influenza_AH1pdm09,0
2017-2018,201742,10/15/17,Central,Influenza_ANotSubtyped,0
2017-2018,201742,10/15/17,Central,Influenza_B,0
2017-2018,201742,10/15/17,Central,Influenza_BVictoria,0
2017-2018,201742,10/15/17,Central,Influenza_BYamagata,0
2017-2018,201742,10/15/17,Central,Influenza_BNotLineageTyped,0
2017-2018,201742,10/15/17,Central,Influenza_Total,0
2017-2018,201742,10/15/17,Central,Influenza_Tested,7
2017-2018,201742,10/15/17,Lower Southern,Influenza_A,9
2017-2018,201742,10/15/17,Lower Southern,Influenza_AH3,8
2017-2018,201742,10/15/17,Lower Southern,Influenza_AH1pdm09,1
2017-2018,201742,10/15/17,Lower Southern,Influenza_ANotSubtyped,0
2017-2018,201742,10/15/17,Lower Southern,Influenza_B,4
2017-2018,201742,10/15/17,Lower Southern,Influenza_BVictoria,1
2017-2018,201742,10/15/17,Lower Southern,Influenza_BYamagata,1
2017-2018,201742,10/15/17,Lower Southern,Influenza_BNotLineageTyped,2
2017-2018,201742,10/15/17,Lower Southern,Influenza_Total,13
2017-2018,201742,10/15/17,Lower Southern,Influenza_Tested,21
2017-2018,201742,10/15/17,Northern,Influenza_A,2
2017-2018,201742,10/15/17,Northern,Influenza_AH3,2
2017-2018,201742,10/15/17,Northern,Influenza_AH1pdm09,0
2017-2018,201742,10/15/17,Northern,Influenza_ANotSubtyped,0
2017-2018,201742,10/15/17,Northern,Influenza_B,1
2017-2018,201742,10/15/17,Northern,Influenza_BVictoria,0
2017-2018,201742,10/15/17,Northern,Influenza_BYamagata,1
2017-2018,201742,10/15/17,Northern,Influenza_BNotLineageTyped,0
2017-2018,201742,10/15/17,Northern,Influenza_Total,3
2017-2018,201742,10/15/17,Northern,Influenza_Tested,11
2017-2018,201742,10/15/17,Upper Southern,Influenza_A,3
2017-2018,201742,10/15/17,Upper Southern,Influenza_AH3,3
2017-2018,201742,10/15/17,Upper Southern,Influenza_AH1pdm09,0
2017-2018,201742,10/15/17,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201742,10/15/17,Upper Southern,Influenza_B,0
2017-2018,201742,10/15/17,Upper Southern,Influenza_BVictoria,0
2017-2018,201742,10/15/17,Upper Southern,Influenza_BYamagata,0
2017-2018,201742,10/15/17,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201742,10/15/17,Upper Southern,Influenza_Total,3
2017-2018,201742,10/15/17,Upper Southern,Influenza_Tested,12
2017-2018,201743,10/22/17,Bay Area,Influenza_A,13
2017-2018,201743,10/22/17,Bay Area,Influenza_AH3,13
2017-2018,201743,10/22/17,Bay Area,Influenza_AH1pdm09,0
2017-2018,201743,10/22/17,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201743,10/22/17,Bay Area,Influenza_B,0
2017-2018,201743,10/22/17,Bay Area,Influenza_BVictoria,0
2017-2018,201743,10/22/17,Bay Area,Influenza_BYamagata,0
2017-2018,201743,10/22/17,Bay Area,Influenza_BNotLineageTyped,0
2017-2018,201743,10/22/17,Bay Area,Influenza_Total,13
2017-2018,201743,10/22/17,Bay Area,Influenza_Tested,64
2017-2018,201743,10/22/17,California,Influenza_A,33
2017-2018,201743,10/22/17,California,Influenza_AH3,32
2017-2018,201743,10/22/17,California,Influenza_AH1pdm09,1
2017-2018,201743,10/22/17,California,Influenza_ANotSubtyped,0
2017-2018,201743,10/22/17,California,Influenza_B,5
2017-2018,201743,10/22/17,California,Influenza_BVictoria,1
2017-2018,201743,10/22/17,California,Influenza_BYamagata,2
2017-2018,201743,10/22/17,California,Influenza_BNotLineageTyped,2
2017-2018,201743,10/22/17,California,Influenza_Total,38
2017-2018,201743,10/22/17,California,Influenza_Tested,137
2017-2018,201743,10/22/17,Central,Influenza_A,6
2017-2018,201743,10/22/17,Central,Influenza_AH3,5
2017-2018,201743,10/22/17,Central,Influenza_AH1pdm09,1
2017-2018,201743,10/22/17,Central,Influenza_ANotSubtyped,0
2017-2018,201743,10/22/17,Central,Influenza_B,1
2017-2018,201743,10/22/17,Central,Influenza_BVictoria,0
2017-2018,201743,10/22/17,Central,Influenza_BYamagata,0
2017-2018,201743,10/22/17,Central,Influenza_BNotLineageTyped,1
2017-2018,201743,10/22/17,Central,Influenza_Total,7
2017-2018,201743,10/22/17,Central,Influenza_Tested,15
2017-2018,201743,10/22/17,Lower Southern,Influenza_A,11
2017-2018,201743,10/22/17,Lower Southern,Influenza_AH3,11
2017-2018,201743,10/22/17,Lower Southern,Influenza_AH1pdm09,0
2017-2018,201743,10/22/17,Lower Southern,Influenza_ANotSubtyped,0
2017-2018,201743,10/22/17,Lower Southern,Influenza_B,3
2017-2018,201743,10/22/17,Lower Southern,Influenza_BVictoria,1
2017-2018,201743,10/22/17,Lower Southern,Influenza_BYamagata,2
2017-2018,201743,10/22/17,Lower Southern,Influenza_BNotLineageTyped,0
2017-2018,201743,10/22/17,Lower Southern,Influenza_Total,14
2017-2018,201743,10/22/17,Lower Southern,Influenza_Tested,27
2017-2018,201743,10/22/17,Northern,Influenza_A,0
2017-2018,201743,10/22/17,Northern,Influenza_AH3,0
2017-2018,201743,10/22/17,Northern,Influenza_AH1pdm09,0
2017-2018,201743,10/22/17,Northern,Influenza_ANotSubtyped,0
2017-2018,201743,10/22/17,Northern,Influenza_B,1
2017-2018,201743,10/22/17,Northern,Influenza_BVictoria,0
2017-2018,201743,10/22/17,Northern,Influenza_BYamagata,0
2017-2018,201743,10/22/17,Northern,Influenza_BNotLineageTyped,1
2017-2018,201743,10/22/17,Northern,Influenza_Total,1
2017-2018,201743,10/22/17,Northern,Influenza_Tested,21
2017-2018,201743,10/22/17,Upper Southern,Influenza_A,3
2017-2018,201743,10/22/17,Upper Southern,Influenza_AH3,3
2017-2018,201743,10/22/17,Upper Southern,Influenza_AH1pdm09,0
2017-2018,201743,10/22/17,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201743,10/22/17,Upper Southern,Influenza_B,0
2017-2018,201743,10/22/17,Upper Southern,Influenza_BVictoria,0
2017-2018,201743,10/22/17,Upper Southern,Influenza_BYamagata,0
2017-2018,201743,10/22/17,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201743,10/22/17,Upper Southern,Influenza_Total,3
2017-2018,201743,10/22/17,Upper Southern,Influenza_Tested,10
2017-2018,201744,10/29/17,Bay Area,Influenza_A,5
2017-2018,201744,10/29/17,Bay Area,Influenza_AH3,5
2017-2018,201744,10/29/17,Bay Area,Influenza_AH1pdm09,0
2017-2018,201744,10/29/17,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201744,10/29/17,Bay Area,Influenza_B,2
2017-2018,201744,10/29/17,Bay Area,Influenza_BVictoria,0
2017-2018,201744,10/29/17,Bay Area,Influenza_BYamagata,1
2017-2018,201744,10/29/17,Bay Area,Influenza_BNotLineageTyped,1
2017-2018,201744,10/29/17,Bay Area,Influenza_Total,7
2017-2018,201744,10/29/17,Bay Area,Influenza_Tested,53
2017-2018,201744,10/29/17,California,Influenza_A,37
2017-2018,201744,10/29/17,California,Influenza_AH3,34
2017-2018,201744,10/29/17,California,Influenza_AH1pdm09,3
2017-2018,201744,10/29/17,California,Influenza_ANotSubtyped,0
2017-2018,201744,10/29/17,California,Influenza_B,12
2017-2018,201744,10/29/17,California,Influenza_BVictoria,0
2017-2018,201744,10/29/17,California,Influenza_BYamagata,7
2017-2018,201744,10/29/17,California,Influenza_BNotLineageTyped,5
2017-2018,201744,10/29/17,California,Influenza_Total,49
2017-2018,201744,10/29/17,California,Influenza_Tested,147
2017-2018,201744,10/29/17,Central,Influenza_A,4
2017-2018,201744,10/29/17,Central,Influenza_AH3,3
2017-2018,201744,10/29/17,Central,Influenza_AH1pdm09,1
2017-2018,201744,10/29/17,Central,Influenza_ANotSubtyped,0
2017-2018,201744,10/29/17,Central,Influenza_B,3
2017-2018,201744,10/29/17,Central,Influenza_BVictoria,0
2017-2018,201744,10/29/17,Central,Influenza_BYamagata,0
2017-2018,201744,10/29/17,Central,Influenza_BNotLineageTyped,3
2017-2018,201744,10/29/17,Central,Influenza_Total,7
2017-2018,201744,10/29/17,Central,Influenza_Tested,17
2017-2018,201744,10/29/17,Lower Southern,Influenza_A,21
2017-2018,201744,10/29/17,Lower Southern,Influenza_AH3,19
2017-2018,201744,10/29/17,Lower Southern,Influenza_AH1pdm09,2
2017-2018,201744,10/29/17,Lower Southern,Influenza_ANotSubtyped,0
2017-2018,201744,10/29/17,Lower Southern,Influenza_B,2
2017-2018,201744,10/29/17,Lower Southern,Influenza_BVictoria,0
2017-2018,201744,10/29/17,Lower Southern,Influenza_BYamagata,2
2017-2018,201744,10/29/17,Lower Southern,Influenza_BNotLineageTyped,0
2017-2018,201744,10/29/17,Lower Southern,Influenza_Total,23
2017-2018,201744,10/29/17,Lower Southern,Influenza_Tested,44
2017-2018,201744,10/29/17,Northern,Influenza_A,1
2017-2018,201744,10/29/17,Northern,Influenza_AH3,1
2017-2018,201744,10/29/17,Northern,Influenza_AH1pdm09,0
2017-2018,201744,10/29/17,Northern,Influenza_ANotSubtyped,0
2017-2018,201744,10/29/17,Northern,Influenza_B,3
2017-2018,201744,10/29/17,Northern,Influenza_BVictoria,0
2017-2018,201744,10/29/17,Northern,Influenza_BYamagata,2
2017-2018,201744,10/29/17,Northern,Influenza_BNotLineageTyped,1
2017-2018,201744,10/29/17,Northern,Influenza_Total,4
2017-2018,201744,10/29/17,Northern,Influenza_Tested,19
2017-2018,201744,10/29/17,Upper Southern,Influenza_A,6
2017-2018,201744,10/29/17,Upper Southern,Influenza_AH3,6
2017-2018,201744,10/29/17,Upper Southern,Influenza_AH1pdm09,0
2017-2018,201744,10/29/17,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201744,10/29/17,Upper Southern,Influenza_B,2
2017-2018,201744,10/29/17,Upper Southern,Influenza_BVictoria,0
2017-2018,201744,10/29/17,Upper Southern,Influenza_BYamagata,2
2017-2018,201744,10/29/17,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201744,10/29/17,Upper Southern,Influenza_Total,8
2017-2018,201744,10/29/17,Upper Southern,Influenza_Tested,14
2017-2018,201745,11/05/17,Bay Area,Influenza_A,18
2017-2018,201745,11/05/17,Bay Area,Influenza_AH3,17
2017-2018,201745,11/05/17,Bay Area,Influenza_AH1pdm09,1
2017-2018,201745,11/05/17,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201745,11/05/17,Bay Area,Influenza_B,3
2017-2018,201745,11/05/17,Bay Area,Influenza_BVictoria,0
2017-2018,201745,11/05/17,Bay Area,Influenza_BYamagata,3
2017-2018,201745,11/05/17,Bay Area,Influenza_BNotLineageTyped,0
2017-2018,201745,11/05/17,Bay Area,Influenza_Total,21
2017-2018,201745,11/05/17,Bay Area,Influenza_Tested,86
2017-2018,201745,11/05/17,California,Influenza_A,64
2017-2018,201745,11/05/17,California,Influenza_AH3,53
2017-2018,201745,11/05/17,California,Influenza_AH1pdm09,11
2017-2018,201745,11/05/17,California,Influenza_ANotSubtyped,0
2017-2018,201745,11/05/17,California,Influenza_B,7
2017-2018,201745,11/05/17,California,Influenza_BVictoria,1
2017-2018,201745,11/05/17,California,Influenza_BYamagata,5
2017-2018,201745,11/05/17,California,Influenza_BNotLineageTyped,1
2017-2018,201745,11/05/17,California,Influenza_Total,71
2017-2018,201745,11/05/17,California,Influenza_Tested,186
2017-2018,201745,11/05/17,Central,Influenza_A,5
2017-2018,201745,11/05/17,Central,Influenza_AH3,3
2017-2018,201745,11/05/17,Central,Influenza_AH1pdm09,2
2017-2018,201745,11/05/17,Central,Influenza_ANotSubtyped,0
2017-2018,201745,11/05/17,Central,Influenza_B,1
2017-2018,201745,11/05/17,Central,Influenza_BVictoria,0
2017-2018,201745,11/05/17,Central,Influenza_BYamagata,1
2017-2018,201745,11/05/17,Central,Influenza_BNotLineageTyped,0
2017-2018,201745,11/05/17,Central,Influenza_Total,6
2017-2018,201745,11/05/17,Central,Influenza_Tested,8
2017-2018,201745,11/05/17,Lower Southern,Influenza_A,33
2017-2018,201745,11/05/17,Lower Southern,Influenza_AH3,26
2017-2018,201745,11/05/17,Lower Southern,Influenza_AH1pdm09,7
2017-2018,201745,11/05/17,Lower Southern,Influenza_ANotSubtyped,0
2017-2018,201745,11/05/17,Lower Southern,Influenza_B,2
2017-2018,201745,11/05/17,Lower Southern,Influenza_BVictoria,1
2017-2018,201745,11/05/17,Lower Southern,Influenza_BYamagata,1
2017-2018,201745,11/05/17,Lower Southern,Influenza_BNotLineageTyped,0
2017-2018,201745,11/05/17,Lower Southern,Influenza_Total,35
2017-2018,201745,11/05/17,Lower Southern,Influenza_Tested,57
2017-2018,201745,11/05/17,Northern,Influenza_A,0
2017-2018,201745,11/05/17,Northern,Influenza_AH3,0
2017-2018,201745,11/05/17,Northern,Influenza_AH1pdm09,0
2017-2018,201745,11/05/17,Northern,Influenza_ANotSubtyped,0
2017-2018,201745,11/05/17,Northern,Influenza_B,1
2017-2018,201745,11/05/17,Northern,Influenza_BVictoria,0
2017-2018,201745,11/05/17,Northern,Influenza_BYamagata,0
2017-2018,201745,11/05/17,Northern,Influenza_BNotLineageTyped,1
2017-2018,201745,11/05/17,Northern,Influenza_Total,1
2017-2018,201745,11/05/17,Northern,Influenza_Tested,11
2017-2018,201745,11/05/17,Upper Southern,Influenza_A,8
2017-2018,201745,11/05/17,Upper Southern,Influenza_AH3,7
2017-2018,201745,11/05/17,Upper Southern,Influenza_AH1pdm09,1
2017-2018,201745,11/05/17,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201745,11/05/17,Upper Southern,Influenza_B,0
2017-2018,201745,11/05/17,Upper Southern,Influenza_BVictoria,0
2017-2018,201745,11/05/17,Upper Southern,Influenza_BYamagata,0
2017-2018,201745,11/05/17,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201745,11/05/17,Upper Southern,Influenza_Total,8
2017-2018,201745,11/05/17,Upper Southern,Influenza_Tested,24
2017-2018,201746,11/12/17,Bay Area,Influenza_A,5
2017-2018,201746,11/12/17,Bay Area,Influenza_AH3,5
2017-2018,201746,11/12/17,Bay Area,Influenza_AH1pdm09,0
2017-2018,201746,11/12/17,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201746,11/12/17,Bay Area,Influenza_B,2
2017-2018,201746,11/12/17,Bay Area,Influenza_BVictoria,0
2017-2018,201746,11/12/17,Bay Area,Influenza_BYamagata,1
2017-2018,201746,11/12/17,Bay Area,Influenza_BNotLineageTyped,1
2017-2018,201746,11/12/17,Bay Area,Influenza_Total,7
2017-2018,201746,11/12/17,Bay Area,Influenza_Tested,67
2017-2018,201746,11/12/17,California,Influenza_A,44
2017-2018,201746,11/12/17,California,Influenza_AH3,40
2017-2018,201746,11/12/17,California,Influenza_AH1pdm09,4
2017-2018,201746,11/12/17,California,Influenza_ANotSubtyped,0
2017-2018,201746,11/12/17,California,Influenza_B,18
2017-2018,201746,11/12/17,California,Influenza_BVictoria,1
2017-2018,201746,11/12/17,California,Influenza_BYamagata,10
2017-2018,201746,11/12/17,California,Influenza_BNotLineageTyped,7
2017-2018,201746,11/12/17,California,Influenza_Total,62
2017-2018,201746,11/12/17,California,Influenza_Tested,196
2017-2018,201746,11/12/17,Central,Influenza_A,4
2017-2018,201746,11/12/17,Central,Influenza_AH3,3
2017-2018,201746,11/12/17,Central,Influenza_AH1pdm09,1
2017-2018,201746,11/12/17,Central,Influenza_ANotSubtyped,0
2017-2018,201746,11/12/17,Central,Influenza_B,3
2017-2018,201746,11/12/17,Central,Influenza_BVictoria,0
2017-2018,201746,11/12/17,Central,Influenza_BYamagata,3
2017-2018,201746,11/12/17,Central,Influenza_BNotLineageTyped,0
2017-2018,201746,11/12/17,Central,Influenza_Total,7
2017-2018,201746,11/12/17,Central,Influenza_Tested,11
2017-2018,201746,11/12/17,Lower Southern,Influenza_A,24
2017-2018,201746,11/12/17,Lower Southern,Influenza_AH3,21
2017-2018,201746,11/12/17,Lower Southern,Influenza_AH1pdm09,3
2017-2018,201746,11/12/17,Lower Southern,Influenza_ANotSubtyped,0
2017-2018,201746,11/12/17,Lower Southern,Influenza_B,2
2017-2018,201746,11/12/17,Lower Southern,Influenza_BVictoria,0
2017-2018,201746,11/12/17,Lower Southern,Influenza_BYamagata,1
2017-2018,201746,11/12/17,Lower Southern,Influenza_BNotLineageTyped,1
2017-2018,201746,11/12/17,Lower Southern,Influenza_Total,26
2017-2018,201746,11/12/17,Lower Southern,Influenza_Tested,51
2017-2018,201746,11/12/17,Northern,Influenza_A,2
2017-2018,201746,11/12/17,Northern,Influenza_AH3,2
2017-2018,201746,11/12/17,Northern,Influenza_AH1pdm09,0
2017-2018,201746,11/12/17,Northern,Influenza_ANotSubtyped,0
2017-2018,201746,11/12/17,Northern,Influenza_B,6
2017-2018,201746,11/12/17,Northern,Influenza_BVictoria,0
2017-2018,201746,11/12/17,Northern,Influenza_BYamagata,1
2017-2018,201746,11/12/17,Northern,Influenza_BNotLineageTyped,5
2017-2018,201746,11/12/17,Northern,Influenza_Total,8
2017-2018,201746,11/12/17,Northern,Influenza_Tested,22
2017-2018,201746,11/12/17,Upper Southern,Influenza_A,9
2017-2018,201746,11/12/17,Upper Southern,Influenza_AH3,9
2017-2018,201746,11/12/17,Upper Southern,Influenza_AH1pdm09,0
2017-2018,201746,11/12/17,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201746,11/12/17,Upper Southern,Influenza_B,5
2017-2018,201746,11/12/17,Upper Southern,Influenza_BVictoria,1
2017-2018,201746,11/12/17,Upper Southern,Influenza_BYamagata,4
2017-2018,201746,11/12/17,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201746,11/12/17,Upper Southern,Influenza_Total,14
2017-2018,201746,11/12/17,Upper Southern,Influenza_Tested,45
2017-2018,201747,11/19/17,Bay Area,Influenza_A,14
2017-2018,201747,11/19/17,Bay Area,Influenza_AH3,11
2017-2018,201747,11/19/17,Bay Area,Influenza_AH1pdm09,1
2017-2018,201747,11/19/17,Bay Area,Influenza_ANotSubtyped,2
2017-2018,201747,11/19/17,Bay Area,Influenza_B,1
2017-2018,201747,11/19/17,Bay Area,Influenza_BVictoria,0
2017-2018,201747,11/19/17,Bay Area,Influenza_BYamagata,0
2017-2018,201747,11/19/17,Bay Area,Influenza_BNotLineageTyped,1
2017-2018,201747,11/19/17,Bay Area,Influenza_Total,15
2017-2018,201747,11/19/17,Bay Area,Influenza_Tested,64
2017-2018,201747,11/19/17,California,Influenza_A,40
2017-2018,201747,11/19/17,California,Influenza_AH3,36
2017-2018,201747,11/19/17,California,Influenza_AH1pdm09,2
2017-2018,201747,11/19/17,California,Influenza_ANotSubtyped,2
2017-2018,201747,11/19/17,California,Influenza_B,6
2017-2018,201747,11/19/17,California,Influenza_BVictoria,3
2017-2018,201747,11/19/17,California,Influenza_BYamagata,1
2017-2018,201747,11/19/17,California,Influenza_BNotLineageTyped,2
2017-2018,201747,11/19/17,California,Influenza_Total,46
2017-2018,201747,11/19/17,California,Influenza_Tested,148
2017-2018,201747,11/19/17,Central,Influenza_A,1
2017-2018,201747,11/19/17,Central,Influenza_AH3,1
2017-2018,201747,11/19/17,Central,Influenza_AH1pdm09,0
2017-2018,201747,11/19/17,Central,Influenza_ANotSubtyped,0
2017-2018,201747,11/19/17,Central,Influenza_B,4
2017-2018,201747,11/19/17,Central,Influenza_BVictoria,3
2017-2018,201747,11/19/17,Central,Influenza_BYamagata,1
2017-2018,201747,11/19/17,Central,Influenza_BNotLineageTyped,0
2017-2018,201747,11/19/17,Central,Influenza_Total,5
2017-2018,201747,11/19/17,Central,Influenza_Tested,9
2017-2018,201747,11/19/17,Lower Southern,Influenza_A,14
2017-2018,201747,11/19/17,Lower Southern,Influenza_AH3,13
2017-2018,201747,11/19/17,Lower Southern,Influenza_AH1pdm09,1
2017-2018,201747,11/19/17,Lower Southern,Influenza_ANotSubtyped,0
2017-2018,201747,11/19/17,Lower Southern,Influenza_B,1
2017-2018,201747,11/19/17,Lower Southern,Influenza_BVictoria,0
2017-2018,201747,11/19/17,Lower Southern,Influenza_BYamagata,0
2017-2018,201747,11/19/17,Lower Southern,Influenza_BNotLineageTyped,1
2017-2018,201747,11/19/17,Lower Southern,Influenza_Total,15
2017-2018,201747,11/19/17,Lower Southern,Influenza_Tested,26
2017-2018,201747,11/19/17,Northern,Influenza_A,0
2017-2018,201747,11/19/17,Northern,Influenza_AH3,0
2017-2018,201747,11/19/17,Northern,Influenza_AH1pdm09,0
2017-2018,201747,11/19/17,Northern,Influenza_ANotSubtyped,0
2017-2018,201747,11/19/17,Northern,Influenza_B,0
2017-2018,201747,11/19/17,Northern,Influenza_BVictoria,0
2017-2018,201747,11/19/17,Northern,Influenza_BYamagata,0
2017-2018,201747,11/19/17,Northern,Influenza_BNotLineageTyped,0
2017-2018,201747,11/19/17,Northern,Influenza_Total,0
2017-2018,201747,11/19/17,Northern,Influenza_Tested,13
2017-2018,201747,11/19/17,Upper Southern,Influenza_A,11
2017-2018,201747,11/19/17,Upper Southern,Influenza_AH3,11
2017-2018,201747,11/19/17,Upper Southern,Influenza_AH1pdm09,0
2017-2018,201747,11/19/17,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201747,11/19/17,Upper Southern,Influenza_B,0
2017-2018,201747,11/19/17,Upper Southern,Influenza_BVictoria,0
2017-2018,201747,11/19/17,Upper Southern,Influenza_BYamagata,0
2017-2018,201747,11/19/17,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201747,11/19/17,Upper Southern,Influenza_Total,11
2017-2018,201747,11/19/17,Upper Southern,Influenza_Tested,36
2017-2018,201748,11/26/17,Bay Area,Influenza_A,25
2017-2018,201748,11/26/17,Bay Area,Influenza_AH3,24
2017-2018,201748,11/26/17,Bay Area,Influenza_AH1pdm09,0
2017-2018,201748,11/26/17,Bay Area,Influenza_ANotSubtyped,1
2017-2018,201748,11/26/17,Bay Area,Influenza_B,6
2017-2018,201748,11/26/17,Bay Area,Influenza_BVictoria,0
2017-2018,201748,11/26/17,Bay Area,Influenza_BYamagata,4
2017-2018,201748,11/26/17,Bay Area,Influenza_BNotLineageTyped,2
2017-2018,201748,11/26/17,Bay Area,Influenza_Total,31
2017-2018,201748,11/26/17,Bay Area,Influenza_Tested,92
2017-2018,201748,11/26/17,California,Influenza_A,82
2017-2018,201748,11/26/17,California,Influenza_AH3,78
2017-2018,201748,11/26/17,California,Influenza_AH1pdm09,2
2017-2018,201748,11/26/17,California,Influenza_ANotSubtyped,2
2017-2018,201748,11/26/17,California,Influenza_B,16
2017-2018,201748,11/26/17,California,Influenza_BVictoria,2
2017-2018,201748,11/26/17,California,Influenza_BYamagata,12
2017-2018,201748,11/26/17,California,Influenza_BNotLineageTyped,2
2017-2018,201748,11/26/17,California,Influenza_Total,98
2017-2018,201748,11/26/17,California,Influenza_Tested,230
